,attrs,label,level,site,tag,text,url
2233,"{'property': 'og:description', 'content': 'Bombardier is a significant part of the Northern Irish economy but we’ve seen no evidence that it’s worth a full 10% of GDP. '}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2234,"{'property': 'og:image', 'content': 'https://fullfact.org/media/_versions/bombadier_social_media.jpg'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2235,"{'property': 'og:type', 'content': 'article'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2236,"{'property': 'og:site_name', 'content': 'Full Fact'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2237,"{'name': 'twitter:domain', 'content': 'fullfact.org'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2238,"{'name': 'twitter:card', 'content': 'summary_large_image'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2239,"{'name': 'twitter:title', 'content': 'How valuable is Bombardier to the economy of Northern Ireland?'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2240,"{'name': 'twitter:url', 'content': 'https://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2241,"{'name': 'twitter:description', 'content': 'Bombardier is a significant part of the Northern Irish economy but we’ve seen no evidence that it’s worth a full 10% of GDP. '}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2242,"{'name': 'twitter:image', 'content': 'https://fullfact.org/media/_versions/bombadier_social_media.jpg'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2243,"{'name': 'twitter:site', 'content': '@FullFact'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2244,"{'itemprop': 'name', 'content': 'How valuable is Bombardier to the economy of Northern Ireland?'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2245,"{'itemprop': 'url', 'content': 'https://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2246,"{'itemprop': 'description', 'content': 'Bombardier is a significant part of the Northern Irish economy but we’ve seen no evidence that it’s worth a full 10% of GDP. '}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2247,"{'itemprop': 'image', 'content': 'https://fullfact.org/media/_versions/bombadier_social_media.jpg'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2248,{'charset': 'utf-8'},None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2249,"{'name': 'viewport', 'content': 'width=device-width'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2250,"{'content': 'yes', 'name': 'apple-mobile-web-app-capable'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2251,"{'name': 'apple-mobile-web-app-status-bar-style', 'content': 'black-translucent'}",None,3,fullfact,meta,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2252,"{'rel': ['canonical'], 'href': 'https://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/'}",None,3,fullfact,link,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2253,"{'rel': ['amphtml'], 'href': 'https://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/?amp=1'}",None,3,fullfact,link,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2254,"{'rel': ['profile'], 'href': 'http://gmpg.org/xfn/11'}",None,3,fullfact,link,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2255,"{'rel': ['shortcut', 'icon'], 'href': '/static/img/favicon.ico'}",None,3,fullfact,link,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2256,{},Title,3,fullfact,title,How valuable is Bombardier to the economy of Northern Ireland? -  Full Fact,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2257,"{'href': '/static/lib/bootstrap-3.3.6-dist/css/bootstrap.min.css', 'rel': ['stylesheet'], 'media': 'screen'}",None,3,fullfact,link,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2258,"{'href': '/static/css/new-styles.min.css?v=69', 'rel': ['stylesheet'], 'media': 'screen'}",None,3,fullfact,link,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2259,"{'rel': ['stylesheet'], 'media': 'print', 'href': '/static/css/print.min.css?v=3'}",None,3,fullfact,link,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2260,{},None,3,fullfact,noscript,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2261,"{'height': '1', 'width': '1', 'alt': '', 'style': 'display:none', 'src': 'https://www.facebook.com/tr?id=736670223119754&ev=PixelInitialized'}",None,4,fullfact,img,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2262,"{'class': ['article', '']}",None,2,fullfact,body,"Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLawFacebookTwitterLinkedInAboutEconomyEuropeHealthCrimeEducationImmigrationLawHomeBlogContactToolkitDonate×CloseHomeEconomyHow valuable is Bombardier to the economy of Northern Ireland?How valuable is Bombardier to the economy of Northern Ireland?Published: 13th Oct 2017ShareTweet    .hover-img a { position:relative; }    .hover-img a span { position:absolute; display:none !important; z-index:99; }    .hover-img a:hover span { display:block !important; }In briefClaimBombardier is worth 10% of Northern Ireland’s GDP.ConclusionWe’ve seen no evidence for this. Bombardier claims it makes up 10% of Northern Ireland’s manufacturing exports, which is about 2% of its GDP.“If Bombardier were to be lost to Northern Ireland it would be a cataclysmic blow to our economy here, it’s fully 10% of the entire GDP of Northern Ireland.”Owen Smith, 12 October 2017Plane",http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2263,{'id': 'wrapper'},None,3,fullfact,div,"Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLawFacebookTwitterLinkedInAboutEconomyEuropeHealthCrimeEducationImmigrationLawHomeBlogContactToolkitDonate×CloseHomeEconomyHow valuable is Bombardier to the economy of Northern Ireland?How valuable is Bombardier to the economy of Northern Ireland?Published: 13th Oct 2017ShareTweet    .hover-img a { position:relative; }    .hover-img a span { position:absolute; display:none !important; z-index:99; }    .hover-img a:hover span { display:block !important; }In briefClaimBombardier is worth 10% of Northern Ireland’s GDP.ConclusionWe’ve seen no evidence for this. Bombardier claims it makes up 10% of Northern Ireland’s manufacturing exports, which is about 2% of its GDP.“If Bombardier were to be lost to Northern Ireland it would be a cataclysmic blow to our economy here, it’s fully 10% of the entire GDP of Northern Ireland.”Owen Smith, 12 October 2017Plane",http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2264,"{'class': ['navbar', 'navbar-inverse', 'navbar-sharp', 'navbar-main', 'navbar-fixed-top']}",None,4,fullfact,nav,Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLawFacebookTwitterLinkedInAboutEconomyEuropeHealthCrimeEducationImmigrationLawHomeBlogContactToolkitDonate,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2265,{'class': ['container']},None,5,fullfact,div,Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLawFacebookTwitterLinkedIn,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2266,"{'class': ['col-lg-10', 'col-main-left', 'no-padding-right', 'no-padding-left']}",None,6,fullfact,div,Full Fact - The UK’s independent factchecking charityMenuCloseHomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLaw,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2267,{'class': ['navbar-header']},None,7,fullfact,div,Full Fact - The UK’s independent factchecking charityMenuClose,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2268,{'class': ['brand-tagline']},None,8,fullfact,h1,Full Fact - The UK’s independent factchecking charity,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2269,{'class': ['sr-only']},None,9,fullfact,span,Full Fact -,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2270,"{'class': ['navbar-brand', 'navbar-brand-mobile', 'hidden-lg'], 'href': '/'}",None,8,fullfact,a,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2271,"{'src': '/static/img/logo.png', 'class': ['banner-logo'], 'alt': 'Full Fact'}",None,9,fullfact,img,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2272,"{'class': ['navbar-toggle', 'collapsed', 'hidden-lg'], 'data-target': '#navbar-main-collapse', 'data-toggle': 'collapse', 'type': 'button'}",None,8,fullfact,button,MenuClose,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2273,{'class': ['icon-bar-wrap']},None,9,fullfact,div,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2274,{'class': ['icon-bar']},None,10,fullfact,span,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2275,{'class': ['icon-bar']},None,10,fullfact,span,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2276,{'class': ['icon-bar']},None,10,fullfact,span,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2277,{'class': ['icon-close-icon-wrap']},None,9,fullfact,div,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2278,{'class': ['icon-close']},None,10,fullfact,span,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2279,{'class': ['title']},None,9,fullfact,span,Menu,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2280,"{'class': ['title', 'title-closed']}",None,9,fullfact,span,Close,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2281,"{'action': '/search/', 'class': ['visible-sm', 'visible-md', 'col-sm-4', 'navbar-form', 'navbar-form-tablet'], 'id': 'searchformTablet', 'method': 'get', 'name': 'searchformTablet', 'role': 'search'}",None,8,fullfact,form,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2282,"{'class': ['btn', 'btn-default'], 'type': 'submit'}",None,9,fullfact,button,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2283,{'class': ['icon-search']},None,10,fullfact,span,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2284,{'class': ['form-group']},None,9,fullfact,div,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2285,"{'class': ['form-control'], 'id': 'navbar-form-input-tablet', 'name': 'q', 'type': 'text', 'value': ''}",None,10,fullfact,input,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2286,"{'class': ['collapse', 'navbar-collapse', 'collapse', 'visible-lg']}",None,7,fullfact,div,HomeAboutBlogContactToolkitDonateEconomyEuropeHealthCrimeEducationImmigrationLaw,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2287,"{'class': ['nav', 'navbar-nav', 'nav-bar-pages']}",None,8,fullfact,ul,HomeAboutBlogContactToolkitDonate,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2288,{},None,9,fullfact,li,Home,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2289,{'href': '/'},None,10,fullfact,a,Home,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2290,{},None,9,fullfact,li,About,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2291,{'href': '/about'},None,10,fullfact,a,About,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2292,{},None,9,fullfact,li,Blog,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2293,{'href': '/blog/'},None,10,fullfact,a,Blog,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2294,{},None,9,fullfact,li,Contact,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2295,{'href': '/about/contact/'},None,10,fullfact,a,Contact,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2296,{},None,9,fullfact,li,Toolkit,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2297,{'href': '/toolkit/'},None,10,fullfact,a,Toolkit,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2298,{},None,9,fullfact,li,Donate,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2299,"{'href': '/donate/', 'style': 'color: #fff714;'}",None,10,fullfact,a,Donate,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2300,{'class': ['clearfix']},None,8,fullfact,div,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2301,"{'class': ['nav', 'navbar-nav', 'nav-bar-categories', 'nav-bar-categories-lg', 'col-lg-9']}",None,8,fullfact,ul,EconomyEuropeHealthCrimeEducationImmigrationLaw,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2302,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Economy,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2303,{'href': '/economy/'},None,10,fullfact,a,Economy,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2304,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Europe,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2305,{'href': '/europe/'},None,10,fullfact,a,Europe,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2306,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Health,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2307,{'href': '/health/'},None,10,fullfact,a,Health,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2308,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Crime,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2309,{'href': '/crime/'},None,10,fullfact,a,Crime,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2310,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Education,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2311,{'href': '/education/'},None,10,fullfact,a,Education,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2312,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Immigration,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2313,{'href': '/immigration/'},None,10,fullfact,a,Immigration,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2314,"{'class': ['col-sm-12', 'no-padding']}",None,9,fullfact,li,Law,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2315,{'href': '/law/'},None,10,fullfact,a,Law,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2316,"{'action': '/search/', 'class': ['hidden-xs', 'col-sm-4', 'col-md-3', 'col-lg-3', 'navbar-form', 'navbar-form-lg'], 'id': 'searchform', 'method': 'get', 'name': 'searchform', 'role': 'search'}",None,8,fullfact,form,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2317,"{'class': ['btn', 'btn-default'], 'type': 'submit'}",None,9,fullfact,button,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2318,{'class': ['icon-search']},None,10,fullfact,span,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2319,{'class': ['form-group']},None,9,fullfact,div,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2320,"{'class': ['form-control'], 'id': 'navbar-form-input', 'name': 'q', 'type': 'text', 'value': ''}",None,10,fullfact,input,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2321,"{'class': ['col-lg-2', 'visible-lg', 'col-main-right', 'no-padding']}",None,6,fullfact,div,FacebookTwitterLinkedIn,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2322,{'class': ['col-lg-9']},None,7,fullfact,div,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2323,"{'class': ['navbar-brand'], 'href': '/'}",None,8,fullfact,a,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2324,"{'src': '/static/img/logo.png', 'class': ['banner-logo'], 'alt': 'Full Fact'}",None,9,fullfact,img,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2325,"{'class': ['col-lg-3', 'social-navbar']}",None,7,fullfact,div,FacebookTwitterLinkedIn,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2326,{},None,8,fullfact,ul,FacebookTwitterLinkedIn,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2327,{'class': ['facebook']},None,9,fullfact,li,Facebook,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2328,{'href': 'http://facebook.com/fullfact.org'},None,10,fullfact,a,Facebook,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2329,{'class': ['twitter']},None,9,fullfact,li,Twitter,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2330,{'href': 'http://twitter.com/fullfact'},None,10,fullfact,a,Twitter,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2331,{'class': ['linkedin']},None,9,fullfact,li,LinkedIn,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2332,{'href': 'http://www.linkedin.com/company/fullfact'},None,10,fullfact,a,LinkedIn,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2333,"{'class': ['collapse', 'navbar-collapse', 'collapse', 'hidden-lg', 'no-padding', 'navbar-collapse-mobile'], 'id': 'navbar-main-collapse'}",None,5,fullfact,div,AboutEconomyEuropeHealthCrimeEducationImmigrationLawHomeBlogContactToolkitDonate,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2334,"{'class': ['nav', 'navbar-nav', 'nav-bar-categories', 'col-lg-9']}",None,6,fullfact,ul,AboutEconomyEuropeHealthCrimeEducationImmigrationLaw,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2335,{},None,7,fullfact,li,About,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2336,"{'href': '/about', 'class': ['container', 'no-padding']}",None,8,fullfact,a,About,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2337,"{'class': ['col-sm-12', 'no-padding']}",None,7,fullfact,li,Economy,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2338,"{'href': '/economy/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Economy,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2339,"{'class': ['col-sm-12', 'no-padding']}",None,7,fullfact,li,Europe,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2340,"{'href': '/europe/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Europe,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2341,"{'class': ['col-sm-12', 'no-padding']}",None,7,fullfact,li,Health,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2342,"{'href': '/health/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Health,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2343,"{'class': ['col-sm-12', 'no-padding']}",None,7,fullfact,li,Crime,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2344,"{'href': '/crime/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Crime,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2345,"{'class': ['col-sm-12', 'no-padding']}",None,7,fullfact,li,Education,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2346,"{'href': '/education/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Education,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2347,"{'class': ['col-sm-12', 'no-padding']}",None,7,fullfact,li,Immigration,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2348,"{'href': '/immigration/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Immigration,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2349,"{'class': ['col-sm-12', 'no-padding']}",None,7,fullfact,li,Law,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2350,"{'href': '/law/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Law,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2351,{'class': ['clearfix']},None,6,fullfact,div,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2352,"{'class': ['nav', 'navbar-nav', 'nav-bar-pages']}",None,6,fullfact,ul,HomeBlogContactToolkitDonate,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2353,{},None,7,fullfact,li,Home,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2354,"{'href': '/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Home,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2355,{},None,7,fullfact,li,Blog,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2356,"{'href': '/blog/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Blog,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2357,{},None,7,fullfact,li,Contact,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2358,"{'href': '/about/contact/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Contact,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2359,{},None,7,fullfact,li,Toolkit,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2360,"{'href': '/toolkit/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Toolkit,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2361,{},None,7,fullfact,li,Donate,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2362,"{'href': '/donate/', 'class': ['container', 'no-padding']}",None,8,fullfact,a,Donate,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2363,"{'class': ['modal', 'fade'], 'id': 'imagemodal', 'tabindex': '-1', 'role': 'dialog', 'aria-labelledby': 'myModalLabel', 'aria-hidden': 'true'}",None,4,fullfact,div,×Close,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2364,{'class': ['modal-dialog']},None,5,fullfact,div,×Close,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2365,{'class': ['modal-content']},None,6,fullfact,div,×Close,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2366,{'class': ['modal-body']},None,7,fullfact,div,×Close,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2367,"{'type': 'button', 'class': ['close'], 'data-dismiss': 'modal'}",None,8,fullfact,button,×Close,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2368,{'aria-hidden': 'true'},None,9,fullfact,span,×,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2369,{'class': ['sr-only']},None,9,fullfact,span,Close,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2370,"{'src': '', 'class': ['imagepreview'], 'style': 'width: 100%;'}",None,8,fullfact,img,,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2371,"{'class': ['container', 'main-container'], 'id': 'mainContainer'}",None,4,fullfact,div,"HomeEconomyHow valuable is Bombardier to the economy of Northern Ireland?How valuable is Bombardier to the economy of Northern Ireland?Published: 13th Oct 2017ShareTweet    .hover-img a { position:relative; }    .hover-img a span { position:absolute; display:none !important; z-index:99; }    .hover-img a:hover span { display:block !important; }In briefClaimBombardier is worth 10% of Northern Ireland’s GDP.ConclusionWe’ve seen no evidence for this. Bombardier claims it makes up 10% of Northern Ireland’s manufacturing exports, which is about 2% of its GDP.“If Bombardier were to be lost to Northern Ireland it would be a cataclysmic blow to our economy here, it’s fully 10% of the entire GDP of Northern Ireland.”Owen Smith, 12 October 2017Plane and train manufacturer Bombardier itself claims it “produces around 10% of Northern Ireland’s total manufacturing exports”, not GDP as Mr Smith claimed. Bombardier’s claim suggests it’s closer to 2% of GDP.It’s very possible Mr Smith misspoke when he",http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2372,{'class': ['row']},None,5,fullfact,div,"HomeEconomyHow valuable is Bombardier to the economy of Northern Ireland?How valuable is Bombardier to the economy of Northern Ireland?Published: 13th Oct 2017ShareTweet    .hover-img a { position:relative; }    .hover-img a span { position:absolute; display:none !important; z-index:99; }    .hover-img a:hover span { display:block !important; }In briefClaimBombardier is worth 10% of Northern Ireland’s GDP.ConclusionWe’ve seen no evidence for this. Bombardier claims it makes up 10% of Northern Ireland’s manufacturing exports, which is about 2% of its GDP.“If Bombardier were to be lost to Northern Ireland it would be a cataclysmic blow to our economy here, it’s fully 10% of the entire GDP of Northern Ireland.”Owen Smith, 12 October 2017Plane and train manufacturer Bombardier itself claims it “produces around 10% of Northern Ireland’s total manufacturing exports”, not GDP as Mr Smith claimed. Bombardier’s claim suggests it’s closer to 2% of GDP.It’s very possible Mr Smith misspoke when he",http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2373,"{'class': ['breadcrumb', 'col-xs-12']}",None,6,fullfact,ol,HomeEconomyHow valuable is Bombardier to the economy of Northern Ireland?,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2374,{},None,7,fullfact,li,Home,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2375,{'href': '/'},None,8,fullfact,a,Home,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2376,{},None,7,fullfact,li,Economy,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2377,{'href': '/economy/'},None,8,fullfact,a,Economy,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2378,"{'class': ['active', 'hidden-xs', 'hidden-sm']}",None,7,fullfact,li,How valuable is Bombardier to the economy of Northern Ireland?,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2379,"{'class': ['header', 'col-xs-12', 'no-padding']}",None,6,fullfact,div,How valuable is Bombardier to the economy of Northern Ireland?Published: 13th Oct 2017ShareTweet,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2380,{},Title,7,fullfact,h1,How valuable is Bombardier to the economy of Northern Ireland?,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2381,"{'class': ['visible-xs', 'visible-sm', 'date', 'updated']}",None,7,fullfact,p,Published: 13th Oct 2017,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2382,"{'class': ['visible-sm', 'col-sm-12', 'social-counters']}",None,7,fullfact,div,ShareTweet,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
2383,"{'class': ['col-xs-6', 'facebook']}",None,8,fullfact,div,Share,http://fullfact.org/economy/how-valuable-bombardier-economy-northern-ireland/
